S.No,Category,Context,English,Tamil,Source,File Location
713,"Survey 17 - healthcare-app-usage-behaviour","Question 1 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
714,"Survey 17 - healthcare-app-usage-behaviour","Question 2","How many times per week do you track health metrics?","வாரத்திற்கு எத்தனை முறை சுகாதார அளவீடுகளை கண்காணிக்கிறீர்கள்?",Backend,"src/scripts/survey-data-complete.json"
715,"Survey 17 - healthcare-app-usage-behaviour","Question 2 - Option","1","1",Backend,"src/scripts/survey-data-complete.json"
716,"Survey 17 - healthcare-app-usage-behaviour","Question 2 - Option","2-5","2-5",Backend,"src/scripts/survey-data-complete.json"
717,"Survey 17 - healthcare-app-usage-behaviour","Question 2 - Option","6-10","6-10",Backend,"src/scripts/survey-data-complete.json"
718,"Survey 17 - healthcare-app-usage-behaviour","Question 2 - Option","More than 10","10க்கும் மேல்",Backend,"src/scripts/survey-data-complete.json"
719,"Survey 17 - healthcare-app-usage-behaviour","Question 3","Have you booked consultations or tests via an app?","ஒரு பயன்பாடு வழியாக ஆலோசனைகள் அல்லது சோதனைகளை பதிவு செய்துள்ளீர்களா?",Backend,"src/scripts/survey-data-complete.json"
720,"Survey 17 - healthcare-app-usage-behaviour","Question 3 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
721,"Survey 17 - healthcare-app-usage-behaviour","Question 3 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
722,"Survey 17 - healthcare-app-usage-behaviour","Question 4","Do you rely on digital reminders for health routines?","சுகாதார வழக்கங்களுக்கு டிஜிட்டல் நினைவூட்டல்களை நம்புகிறீர்களா?",Backend,"src/scripts/survey-data-complete.json"
723,"Survey 17 - healthcare-app-usage-behaviour","Question 4 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
724,"Survey 17 - healthcare-app-usage-behaviour","Question 4 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
725,"Survey 17 - healthcare-app-usage-behaviour","Question 5","Are you comfortable sharing your health data with apps?","உங்கள் சுகாதார தரவை பயன்பாடுகளுடன் பகிர்வது வசதியாக உள்ளதா?",Backend,"src/scripts/survey-data-complete.json"
726,"Survey 17 - healthcare-app-usage-behaviour","Question 5 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
727,"Survey 17 - healthcare-app-usage-behaviour","Question 5 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
728,"Survey 17 - healthcare-app-usage-behaviour","Question 6","Have you used a healthcare app in the last 30 days?","கடைசி 30 நாட்களில் சுகாதார பயன்பாட்டை பயன்படுத்தினீர்களா?",Backend,"src/scripts/survey-data-complete.json"
729,"Survey 17 - healthcare-app-usage-behaviour","Question 6 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
730,"Survey 17 - healthcare-app-usage-behaviour","Question 6 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
731,"Survey 18 - online-grocery-loyalty-programs","Question 1","Do you buy groceries online?","மளிகைகளை ஆன்லைனில் வாங்குகிறீர்களா?",Backend,"src/scripts/survey-data-complete.json"
732,"Survey 18 - online-grocery-loyalty-programs","Question 1 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
733,"Survey 18 - online-grocery-loyalty-programs","Question 1 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
734,"Survey 18 - online-grocery-loyalty-programs","Question 2","Are you part of any grocery loyalty program?","ஏதேனும் மளிகை ஆதரவு திட்டத்தின் ஒரு பகுதியாக இருக்கிறீர்களா?",Backend,"src/scripts/survey-data-complete.json"
735,"Survey 18 - online-grocery-loyalty-programs","Question 2 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
736,"Survey 18 - online-grocery-loyalty-programs","Question 2 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
737,"Survey 18 - online-grocery-loyalty-programs","Question 3","How many online grocery orders do you place monthly?","மாதாந்திரம் எத்தனை ஆன்லைன் மளிகை ஆர்டர்களை வைக்கிறீர்கள்?",Backend,"src/scripts/survey-data-complete.json"
738,"Survey 18 - online-grocery-loyalty-programs","Question 3 - Option","1-2","1-2",Backend,"src/scripts/survey-data-complete.json"
739,"Survey 18 - online-grocery-loyalty-programs","Question 3 - Option","3-5","3-5",Backend,"src/scripts/survey-data-complete.json"
740,"Survey 18 - online-grocery-loyalty-programs","Question 3 - Option","6-10","6-10",Backend,"src/scripts/survey-data-complete.json"
741,"Survey 18 - online-grocery-loyalty-programs","Question 3 - Option","More than 10","10க்கும் மேல்",Backend,"src/scripts/survey-data-complete.json"
742,"Survey 18 - online-grocery-loyalty-programs","Question 4","Have you received rewards/benefits from any loyalty program?","ஏதேனும் ஆதரவு திட்டத்திலிருந்து வெகுமதிகள்/நலன்களை பெற்றுள்ளீர்களா?",Backend,"src/scripts/survey-data-complete.json"
743,"Survey 18 - online-grocery-loyalty-programs","Question 4 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
744,"Survey 18 - online-grocery-loyalty-programs","Question 4 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
745,"Survey 18 - online-grocery-loyalty-programs","Question 5","What is your typical online grocery spend? (INR)","உங்கள் வழக்கமான ஆன்லைன் மளிகை செலவு என்ன (ரூபாயில்)?",Backend,"src/scripts/survey-data-complete.json"
746,"Survey 18 - online-grocery-loyalty-programs","Question 5 - Option","500-1000","500-1000",Backend,"src/scripts/survey-data-complete.json"
747,"Survey 18 - online-grocery-loyalty-programs","Question 5 - Option","1000-2000","1000-2000",Backend,"src/scripts/survey-data-complete.json"
748,"Survey 18 - online-grocery-loyalty-programs","Question 5 - Option","2000-5000","2000-5000",Backend,"src/scripts/survey-data-complete.json"
749,"Survey 18 - online-grocery-loyalty-programs","Question 5 - Option","5000-10,000","5000-10,000",Backend,"src/scripts/survey-data-complete.json"
750,"Survey 18 - online-grocery-loyalty-programs","Question 5 - Option","More than 10,000","10,000க்கும் மேல்",Backend,"src/scripts/survey-data-complete.json"
751,"Survey 18 - online-grocery-loyalty-programs","Question 6","Do discounts influence your grocery platform choice?","தள்ளுபடிகள் உங்கள் மளிகை தள தேர்வை பாதிக்கின்றனவா?",Backend,"src/scripts/survey-data-complete.json"
752,"Survey 18 - online-grocery-loyalty-programs","Question 6 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
753,"Survey 18 - online-grocery-loyalty-programs","Question 6 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
754,"Survey 19 - ev-charging-station-preferences","Question 1","Do you own an electric vehicle?","உங்களிடம் மின்சார வாகனம் உள்ளதா?",Backend,"src/scripts/survey-data-complete.json"
755,"Survey 19 - ev-charging-station-preferences","Question 1 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
756,"Survey 19 - ev-charging-station-preferences","Question 1 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
757,"Survey 19 - ev-charging-station-preferences","Question 2","How many times do you charge your EV outside home per month?","மாதத்திற்கு எத்தனை முறை வீட்டிற்கு வெளியே உங்கள் EV ஐ சார்ஜ் செய்கிறீர்கள்?",Backend,"src/scripts/survey-data-complete.json"
758,"Survey 19 - ev-charging-station-preferences","Question 2 - Option","1-2 times","1-2 முறை",Backend,"src/scripts/survey-data-complete.json"
759,"Survey 19 - ev-charging-station-preferences","Question 2 - Option","3-5 times","3-5 முறை",Backend,"src/scripts/survey-data-complete.json"
760,"Survey 19 - ev-charging-station-preferences","Question 2 - Option","6-10 times","6-10 முறை",Backend,"src/scripts/survey-data-complete.json"
761,"Survey 19 - ev-charging-station-preferences","Question 2 - Option","More than 10 times","10 முறைக்கும் மேல்",Backend,"src/scripts/survey-data-complete.json"
762,"Survey 19 - ev-charging-station-preferences","Question 3","Have you used a public charging station recently?","சமீபத்தில் பொது சார்ஜிங் நிலையத்தை பயன்படுத்தினீர்களா?",Backend,"src/scripts/survey-data-complete.json"
763,"Survey 19 - ev-charging-station-preferences","Question 3 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
764,"Survey 19 - ev-charging-station-preferences","Question 3 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
765,"Survey 19 - ev-charging-station-preferences","Question 4","Where do you prefer charging your EV?","உங்கள் EV ஐ எங்கே சார்ஜ் செய்ய விரும்புகிறீர்கள்?",Backend,"src/scripts/survey-data-complete.json"
766,"Survey 19 - ev-charging-station-preferences","Question 4 - Option","Home","வீடு",Backend,"src/scripts/survey-data-complete.json"
767,"Survey 19 - ev-charging-station-preferences","Question 4 - Option","Workplace","பணியிடம்",Backend,"src/scripts/survey-data-complete.json"
768,"Survey 19 - ev-charging-station-preferences","Question 4 - Option","Public station","பொது நிலையம்",Backend,"src/scripts/survey-data-complete.json"
769,"Survey 19 - ev-charging-station-preferences","Question 5","Does fast-charging influence your station preference?","வேகமான சார்ஜிங் உங்கள் நிலைய விருப்பத்தை பாதிக்கிறதா?",Backend,"src/scripts/survey-data-complete.json"
770,"Survey 19 - ev-charging-station-preferences","Question 5 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
771,"Survey 19 - ev-charging-station-preferences","Question 5 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
772,"Survey 19 - ev-charging-station-preferences","Question 6","Do you use any EV charging mobile app?","ஏதேனும் EV சார்ஜிங் மொபைல் பயன்பாட்டை பயன்படுத்துகிறீர்களா?",Backend,"src/scripts/survey-data-complete.json"
773,"Survey 19 - ev-charging-station-preferences","Question 6 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
774,"Survey 19 - ev-charging-station-preferences","Question 6 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
775,"Survey 20 - social-media-ad-recall-study","Question 1","Do you use social media daily?","சமூக ஊடகத்தை தினசரி பயன்படுத்துகிறீர்களா?",Backend,"src/scripts/survey-data-complete.json"
776,"Survey 20 - social-media-ad-recall-study","Question 1 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
777,"Survey 20 - social-media-ad-recall-study","Question 1 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
778,"Survey 20 - social-media-ad-recall-study","Question 2","Which social media platforms do you actively use?","எந்த சமூக ஊடக தளங்களை தீவிரமாக பயன்படுத்துகிறீர்கள்?",Backend,"src/scripts/survey-data-complete.json"
779,"Survey 20 - social-media-ad-recall-study","Question 2 - Option","Instagram","இன்ஸ்டாகிராம்",Backend,"src/scripts/survey-data-complete.json"
780,"Survey 20 - social-media-ad-recall-study","Question 2 - Option","YouTube","யூடியூப்",Backend,"src/scripts/survey-data-complete.json"
781,"Survey 20 - social-media-ad-recall-study","Question 2 - Option","Facebook","ஃபேஸ்புக்",Backend,"src/scripts/survey-data-complete.json"
782,"Survey 20 - social-media-ad-recall-study","Question 2 - Option","Twitter/X","ட்விட்டர்/எக்ஸ்",Backend,"src/scripts/survey-data-complete.json"
783,"Survey 20 - social-media-ad-recall-study","Question 2 - Option","Snapchat","ஸ்னாப்சாட்",Backend,"src/scripts/survey-data-complete.json"
784,"Survey 20 - social-media-ad-recall-study","Question 2 - Option","Other","மற்றவை",Backend,"src/scripts/survey-data-complete.json"
785,"Survey 20 - social-media-ad-recall-study","Question 3","Do you pay attention to ads while scrolling?","ஸ்க்ரோல் செய்யும் போது விளம்பரங்களை கவனிக்கிறீர்களா?",Backend,"src/scripts/survey-data-complete.json"
786,"Survey 20 - social-media-ad-recall-study","Question 3 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
787,"Survey 20 - social-media-ad-recall-study","Question 3 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
788,"Survey 20 - social-media-ad-recall-study","Question 4","Have you interacted with a social media ad recently?","சமீபத்தில் சமூக ஊடக விளம்பரத்துடன் தொடர்பு கொண்டீர்களா?",Backend,"src/scripts/survey-data-complete.json"
789,"Survey 20 - social-media-ad-recall-study","Question 4 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
790,"Survey 20 - social-media-ad-recall-study","Question 4 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
791,"Survey 20 - social-media-ad-recall-study","Question 5","Did you notice any ads in the last 48 hours?","கடைசி 48 மணி நேரத்தில் ஏதேனும் விளம்பரங்களை கவனித்தீர்களா?",Backend,"src/scripts/survey-data-complete.json"
792,"Survey 20 - social-media-ad-recall-study","Question 5 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
793,"Survey 20 - social-media-ad-recall-study","Question 5 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
794,"Survey 20 - social-media-ad-recall-study","Question 6","Have you purchased something based on a social media ad?","சமூக ஊடக விளம்பரத்தின் அடிப்படையில் ஏதாவது வாங்கியுள்ளீர்களா?",Backend,"src/scripts/survey-data-complete.json"
795,"Survey 20 - social-media-ad-recall-study","Question 6 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
796,"Survey 20 - social-media-ad-recall-study","Question 6 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
